id,module,supermodule,dim_1,dim_2,gene_short_name
ENSG00000162571,3,1,-2.795806836087642,-4.335347140863251,TTLL10
ENSG00000186891,3,1,-0.5315831412863113,-4.947201217248749,TNFRSF18
ENSG00000186827,3,1,-0.6971532811712601,-4.938096011712861,TNFRSF4
ENSG00000078808,3,1,-0.46714885135406037,-4.9693970332887885,SDF4
ENSG00000162576,3,1,-1.003659914929805,-5.265702689721894,MXRA8
ENSG00000189409,3,1,-2.749978255231319,-3.3105082164552924,MMP23B
ENSG00000182873,3,1,-1.8218013753485063,-4.0854625354555365,PRKCZ-AS1
ENSG00000157933,3,1,-1.7161757459234575,-1.8628308425691842,SKI
ENSG00000149527,3,1,-2.7610136975836137,-4.3515405307558295,PLCH2
ENSG00000238164,3,1,-2.382852744061885,-4.139071906640839,TNFRSF14-AS1
ENSG00000142606,3,1,0.19867651561981658,-4.8099732051637885,MMEL1
ENSG00000198912,3,1,-2.9907333364080766,-3.211816276147675,C1orf174
ENSG00000196581,3,1,0.3571007142472885,-3.9216065059450385,AJAP1
ENSG00000236948,3,1,-0.5937597264837601,-4.333053554132294,AL365255.1
ENSG00000226944,3,1,-1.1753460874151567,-5.355798209741425,AL031847.1
ENSG00000158286,3,1,-1.189259122807918,-5.05119701726706,RNF207
ENSG00000187017,3,1,-1.2905077447485307,-4.400167430475068,ESPN
ENSG00000215788,3,1,-0.9996962060522415,-4.482745612695527,TNFRSF25
ENSG00000171680,3,1,-1.050078224141536,-4.413259471490693,PLEKHG5
ENSG00000049247,3,1,0.5667577127624176,-4.98432108266623,UTS2
ENSG00000049249,3,1,-0.9705227126669266,-3.673932040765595,TNFRSF9
ENSG00000116285,3,1,-1.7879747857641557,-2.791215861871552,ERRFI1
ENSG00000162426,3,1,-1.919884156186519,-3.6429509769228217,SLC45A1
ENSG00000131686,3,1,0.12951742510086517,-3.781278098657441,CA6
ENSG00000171819,3,1,-2.006746958692012,-4.057692493036103,ANGPTL7
ENSG00000120942,3,1,0.4155186603475235,-3.827263797357392,UBIAD1
ENSG00000116661,3,1,-2.9466452111791948,-3.2871927867677924,FBXO2
ENSG00000116670,3,1,-2.6112143506597856,-2.9530491481569525,MAD2L2
ENSG00000162490,3,1,-3.0191990842413285,-3.5983028064516303,DRAXIN
ENSG00000083444,3,1,-2.842376183469234,-3.3093790660646674,PLOD1
ENSG00000162494,3,1,-0.8633938541006424,-5.110835994317841,LRRC38
ENSG00000228140,3,1,-3.051577042539058,-3.494925464227509,AL031283.1
ENSG00000142634,3,1,-2.7028190602850297,-3.1706370960024115,EFHD2
ENSG00000185519,3,1,-1.3417717923712114,-4.092800105645966,FAM131C
ENSG00000158747,3,1,-1.2821683396887162,-4.722975696161103,NBL1
ENSG00000158748,3,1,-0.24656863113158722,-4.05485912664206,HTR6
ENSG00000225986,3,1,-1.6870614995550492,-3.9113697658327338,UBXN10-AS1
ENSG00000162543,3,1,-2.6925270070623735,-4.299743617608857,UBXN10
ENSG00000162545,3,1,-2.047192286450801,-3.8277248988893744,CAMK2N1
ENSG00000125945,3,1,-0.9143156518530228,-2.0779876361635443,ZNF436
ENSG00000204219,3,1,-0.15166861911529084,-4.032117332055878,TCEA3
ENSG00000197880,3,1,0.11343180040604095,-3.904235805108857,MDS2
ENSG00000001461,3,1,-0.2477414121221878,-4.159656013086152,NIPAL3
ENSG00000117602,3,1,-0.22589344878905793,-4.310195411279511,RCAN3
ENSG00000264443,3,1,-0.1344584931921341,-4.097227061822724,AL445686.2
ENSG00000020633,3,1,-1.9613477696966508,-2.152937615945649,RUNX3
ENSG00000229162,3,1,-1.066463540990291,-3.2792138705995795,AL445471.1
ENSG00000157978,3,1,0.1625543127465866,-3.7056145320680853,LDLRAP1
ENSG00000117643,3,1,-0.07048822541945954,-3.8133282314089056,MAN1C1
ENSG00000158006,3,1,-2.647317360837398,-3.321317637994599,PAFAH2
ENSG00000142675,3,1,0.1194516311097763,-4.960194552972626,CNKSR1
ENSG00000176092,3,1,-1.225947331387935,-4.187148059442353,CRYBG2
ENSG00000176083,3,1,-1.6171550263952592,-3.5010113368776556,ZNF683
ENSG00000175707,3,1,-0.1811872233938553,-3.5635151515749213,KDF1
