id,module,supermodule,dim_1,dim_2,gene_short_name
ENSG00000143416,13,8,1.9321612606454512,-9.805128062799287,SELENBP1
ENSG00000143248,13,8,1.9087025413919112,-9.808589900567842,RGS5
ENSG00000163431,13,8,1.9133576641488692,-9.799865687921358,LMOD1
ENSG00000143479,13,8,1.915018130343022,-9.797613109186006,DYRK3
ENSG00000224177,13,8,1.9124577532220504,-9.801736796930147,LINC00570
ENSG00000120756,13,8,1.9111667166162154,-9.800977672174287,PLS1
ENSG00000232311,13,8,1.9154584894586226,-9.79622169835837,AL512303.1
ENSG00000158578,13,8,1.9216955194879195,-9.78564640386374,ALAS2
ENSG00000133742,13,8,1.9335220346856734,-9.767973865106416,CA1
ENSG00000198876,13,8,1.9120806942392012,-9.799265826776338,DCAF12
ENSG00000136842,13,8,1.9321744928765914,-9.75488468511374,TMOD1
ENSG00000244734,13,8,1.91820840934998,-9.791068996026826,HBB
ENSG00000223609,13,8,1.9328253755975386,-9.765058482721162,HBD
ENSG00000215244,13,8,1.9165289888787886,-9.793473208978487,AL137145.2
ENSG00000204010,13,8,1.9133275041986129,-9.796711886957002,IFIT1B
ENSG00000182512,13,8,1.9111991415429732,-9.798726047113252,GLRX5
ENSG00000166947,13,8,1.9298699388909957,-9.76292034490378,EPB42
ENSG00000248893,13,8,1.9121255169320723,-9.801062549188448,FAM138E
ENSG00000206177,13,8,1.9317763338494918,-9.761024440362764,HBM
ENSG00000188536,13,8,1.9198533783364913,-9.786903346612764,HBA2
ENSG00000206172,13,8,1.9168984184671065,-9.787505115106416,HBA1
ENSG00000260592,13,8,1.913370181124272,-9.800147975519014,AC130456.3
ENSG00000169877,13,8,1.9510068188119551,-9.747961963250948,AHSP
ENSG00000004939,13,8,1.932944942514958,-9.762093509271455,SLC4A1
ENSG00000173868,13,8,1.9133648167062423,-9.79616066320212,PHOSPHO1
ENSG00000066926,13,8,1.9316078911233565,-9.766471828058076,FECH
ENSG00000124098,13,8,1.92838006119019,-9.777363742425752,FAM210B
ENSG00000008441,13,8,1.9130244741845748,-9.801243747308565,NFIX
ENSG00000187244,13,8,1.9126790056634566,-9.801001514032198,BCAM
